year,month,state,rainfall,soil_moisture,groundwater_level,population,population_consumption_per_month,LPCD,rainfall_z,soil_moisture_z,groundwater_z,LPCD_z,WSI_entropy,WSI_entropy_0_100,WSI_equal,WSI_equal_0_100,WSI_pca,WSI_pca_0_100,entropy_weight_LPCD_s,entropy_weight_rainfall_s,entropy_weight_soil_s,entropy_weight_groundwater_s,WSI_hybrid,WSI_hybrid_0_100
2018,1,Andhra Pradesh,2.02778349,21.39597277403846,5.294545454545455,52883163.0,221316037155.0,139.5,-0.9154924052596584,0.5071256527817786,-0.44481628251393973,0.7604419947507363,0.8612092066835699,89.36878455332014,0.7370638669734528,77.11154878683725,0.37279591857459016,97.91329498515674,0.6267293715652281,0.11242516423050601,0.13890027729270277,0.12194518691156316,1.0766060254796412,64.39298987879816
2018,3,Andhra Pradesh,14.799612642,21.39597277403846,7.8,52968112.5,221671550828.0,139.5000000097543,-0.9104759119915423,0.5071256527817786,-0.016710334072066735,0.760441999249565,0.8513425957617327,88.26309380320463,0.716809927462889,74.53392371234821,0.3737832678598363,98.00528240801746,0.6267293715652281,0.11242516423050601,0.13890027729270277,0.12194518691156316,0.8825444464934901,60.10616701845218
2018,4,Andhra Pradesh,151.782972951,21.39597277403846,7.3554545454545455,53010587.25,214692878370.0,135.00000000471604,-0.8566718642975273,0.5071256527817786,-0.09266962608515666,-1.3150246890230117,0.2247069397229532,18.03986780762468,0.46671886812039937,42.70599289767883,-0.62565669225847,4.891419250269913,0.6267293715652281,0.11242516423050601,0.13890027729270277,0.12194518691156316,-0.7315573648503101,24.45063654228184
2018,5,Andhra Pradesh,395.061098462,21.39597277403846,6.91090909090909,53053062.0,222027064470.0,139.5,-0.7611175733356312,0.5071256527817786,-0.16862891809824676,0.7604419947507363,0.8502648855776341,88.14232141324186,0.7138149635091875,74.15276852126921,0.37165277294535715,97.80679263390276,0.6267293715652281,0.11242516423050601,0.13890027729270277,0.12194518691156316,0.854851630206454,59.494432338425185
2018,6,Andhra Pradesh,670.429556521,21.39597277403846,4.34,53095536.75,215036923830.0,134.99999999529152,-0.6529589063456204,0.5071256527817786,-0.607919056775176,-1.3150246933697425,0.23022720987991696,18.65849072678575,0.4769645544840959,44.00991394783503,-0.6293154799994497,4.550544485770301,0.6267293715652281,0.11242516423050601,0.13890027729270277,0.12194518691156316,-0.6874460253784349,25.425056617787924
2018,7,Andhra Pradesh,1452.916488302,21.39597277403846,4.659090909090908,53138011.5,222382578112.0,139.4999999902769,-0.3456152691146514,0.5071256527817786,-0.5533961293792771,0.7604419902663007,0.8464077228834206,87.7100727772646,0.7037220543399944,72.86829071706308,0.36581845573398053,97.26323240405694,0.6267293715652281,0.11242516423050601,0.13890027729270277,0.12194518691156316,0.763347341553113,57.4731013852908
2018,8,Andhra Pradesh,6145.446113924,26.67372455483871,4.978181818181818,53180486.25,222560334964.0,139.50000000485767,1.4975070430626798,1.2740231634767591,-0.49887320198337815,0.7604419969911648,0.7667542642373639,78.78379676036738,0.5363800223616244,51.57144535922964,0.34002444992834,94.86010703113082,0.6267293715652281,0.11242516423050601,0.13890027729270277,0.12194518691156316,-0.4020940260908088,31.728486076531638
2018,9,Andhra Pradesh,4526.272862211,26.41681759461538,4.534090909090908,53222961.0,215552992050.0,135.0,0.861531442350862,1.2366926264491895,-0.5747548260087247,-1.3150246911981205,0.16211380958291738,11.025438479775413,0.33473425117707134,25.908921991917023,-0.6510856813496317,2.5223010391129277,0.6267293715652281,0.11242516423050601,0.13890027729270277,0.12194518691156316,-1.1977008605766568,14.153520523124364
2018,10,Andhra Pradesh,2537.866011673,22.850871346898263,4.09,53265435.75,222915848606.0,139.49999999515006,0.08052901417182626,0.7185334908500335,-0.6506364500340711,0.7604419925138732,0.8294801855592627,85.81310718392884,0.6683349680692101,68.36474014424219,0.35939861569899834,96.66512133149065,0.6267293715652281,0.11242516423050601,0.13890027729270277,0.12194518691156316,0.4636361971815303,50.85247822070117
2018,11,Andhra Pradesh,1124.015482965,16.060085401794872,5.359090909090909,53307910.5,215897037540.0,135.00000000937948,-0.47480034194279086,-0.2682194019077614,-0.43378742825437044,-1.315024686872167,0.24370258130541278,20.16859319840191,0.49794162051276974,46.67956798509134,-0.6267228877231009,4.792086041118155,0.6267293715652281,0.11242516423050601,0.13890027729270277,0.12194518691156316,-0.5926999086656045,27.51799959586476
